collection_host,collection_key,category,data_element,source,instance_number,inst_id,value
racn01, WEBA12695498, id, collector_version, v1601,                    0,                    0, 2016-01-05
racn01, WEBA12695498, id, collection_date, sysdate,                    0,                    0, 2019-04-10/11:31:42
racn01, WEBA12695498, id, awr_retention_days, dba_hist_snapshot,                    0,                    0,                                                                                8
racn01, WEBA12695498, id, awr_retention_days, dba_hist_snapshot,                    1,                    0,                                                                                8
racn01, WEBA12695498, id, awr_retention_days, dba_hist_snapshot,                    2,                    0,                                                                                8
racn01, WEBA12695498, id, awr_retention_days, dba_hist_snapshot,                    3,                    0,                                                                                8
racn01, WEBA12695498, id, collection_days, dba_hist_wr_control,                    0,                    0, 8
racn01, WEBA12695498, id, user, user,                    0,                    0, SYS
racn01, WEBA12695498, id, host, sys_context,                    0,                    0, racn01
racn01, WEBA12695498, id, server_host, sys_context,                    0,                    0, racn01
racn01, WEBA12695498, id, dbid, v$database,                    0,                    0, 1260081701
racn01, WEBA12695498, id, db_name, sys_context,                    0,                    0, WEBA
racn01, WEBA12695498, id, db_unique_name, sys_context,                    0,                    0, WEBA
racn01, WEBA12695498, id, platform_name, v$database,                    0,                    0, Linux x86 64-bit
racn01, WEBA12695498, id, host_name, gv$instance,                    1,                    1, racn01
racn01, WEBA12695498, id, host_name, gv$instance,                    2,                    2, racn02
racn01, WEBA12695498, id, host_name, gv$instance,                    3,                    3, racn03
racn01, WEBA12695498, id, version, gv$instance,                    1,                    1, 12.1.0.2.0
racn01, WEBA12695498, id, version, gv$instance,                    2,                    2, 12.1.0.2.0
racn01, WEBA12695498, id, version, gv$instance,                    3,                    3, 12.1.0.2.0
racn01, WEBA12695498, id, instance_name, gv$instance,                    1,                    1, WEBA1
racn01, WEBA12695498, id, instance_name, gv$instance,                    2,                    2, WEBA2
racn01, WEBA12695498, id, instance_name, gv$instance,                    3,                    3, WEBA3
racn01, WEBA12695498, id, instance_name, dba_hist_database_instance,                    1,                    0, WEBA1
racn01, WEBA12695498, id, instance_name, dba_hist_database_instance,                    2,                    0, WEBA2
racn01, WEBA12695498, id, instance_name, dba_hist_database_instance,                    3,                    0, WEBA3
racn01, WEBA12695498, cpu, aas_on_cpu_and_resmgr_peak   , dba_hist_active_sess_history,                    1,                    0,                         15
racn01, WEBA12695498, cpu, aas_on_cpu_and_resmgr_peak   , dba_hist_active_sess_history,                    2,                    0,                         19
racn01, WEBA12695498, cpu, aas_on_cpu_and_resmgr_peak   , dba_hist_active_sess_history,                    3,                    0,                         20
racn01, WEBA12695498, cpu, aas_on_cpu_peak              , dba_hist_active_sess_history,                    1,                    0,                         15
racn01, WEBA12695498, cpu, aas_on_cpu_peak              , dba_hist_active_sess_history,                    2,                    0,                         19
